SeniorCitizen,tenure,MonthlyCharges,TotalCharges,churned,tenure_years,is_new_customer,is_very_new,is_established,is_long_term,tenure_risk,tenure_squared,log_tenure,is_month_to_month,is_one_year,is_two_year,contract_risk,is_auto_payment,is_electronic_check,is_paperless,payment_risk,payment_stability,service_count,has_security,has_tech_support,has_backup,has_protection,has_internet,is_fiber_optic,no_internet,has_phone,has_multiple_lines,service_adoption_rate,no_protection,no_support,is_senior,has_partner,has_dependents,is_single,family_size,is_male,avg_monthly_from_total,charge_trend,charge_trend_pct,is_high_charge,total_revenue_per_month,lifetime_value,charge_per_service,mrr_percentile,price_sensitivity,contract_tenure_risk,payment_service_risk,value_at_risk,engagement_score,churn_risk_score,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,58,100.35,5681.1,0,4.833333333333333,0,0,1,1,0.19444444444444442,3364,4.07753744390572,0,1,0,0.5,1,0,0,0.0,1.0,3,0,0,0,1,1,1,0,1,1,0.5,0,1,0,1,0,0,1,1,96.28983050847458,4.060169491525414,0.042161751169106275,1,96.28983050847458,7024.5,25.0875,0.8783188981967911,1,0.09722222222222221,0.0,50.175,0.7416666666666667,0.2736111111111111,True,False,True,False,True,False,False
0,49,103.7,5036.3,1,4.083333333333333,0,0,1,1,0.3194444444444444,2401,3.912023005428146,1,0,0,1.0,1,0,1,0.2,1.0,4,0,0,1,1,1,1,0,1,1,0.6666666666666666,0,1,0,0,0,1,0,1,100.726,2.9740000000000038,0.029522712833545146,1,100.726,6325.7,20.740000000000002,0.9068578730654551,2,0.3194444444444444,0.06666666666666668,103.7,0.7708333333333333,0.6031944444444444,True,False,False,False,False,False,False
0,25,105.5,2686.05,0,2.0833333333333335,0,0,1,0,0.6527777777777778,625,3.258096538021482,1,0,0,1.0,0,1,1,1.0,0.7,5,1,1,0,1,1,1,0,1,0,0.8333333333333334,0,0,0,0,0,1,0,1,103.3096153846154,2.190384615384602,0.021200084874790935,1,103.3096153846154,3903.5,17.583333333333332,0.9339769984381655,2,0.6527777777777778,0.16666666666666663,105.5,0.4375,0.829861111111111,True,False,False,False,False,True,False
0,69,113.25,7895.15,0,5.75,0,0,1,1,0.04166666666666663,4761,4.248495242049359,0,0,1,0.0,1,0,0,0.0,1.0,6,1,1,1,1,1,1,0,1,1,1.0,0,0,0,1,1,0,2,0,112.78785714285713,0.4621428571428652,0.004097088977120964,1,112.78785714285713,9173.25,16.178571428571427,0.9848076103932983,1,0.0,0.0,0.0,0.9875,0.010416666666666657,True,False,False,True,True,False,False
0,52,20.65,1022.95,0,4.333333333333333,0,0,1,1,0.2777777777777778,2704,3.970291913552122,0,1,0,0.5,0,0,0,0.7,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,1,0,0,19.300943396226415,1.3490566037735832,0.06985969437605025,0,19.300943396226415,1321.6,20.65,0.1529177907141843,0,0.1388888888888889,0.7,10.325,0.21666666666666665,0.5844444444444444,False,True,True,False,False,False,True
0,71,106.7,7382.25,0,5.916666666666667,0,0,1,1,0.01388888888888884,5041,4.276666119016055,0,0,1,0.0,1,0,0,0.2,1.0,4,1,0,0,1,1,1,0,1,1,0.6666666666666666,0,0,0,0,1,0,1,1,102.53125,4.168750000000003,0.04065437080199435,1,102.53125,8856.1,21.34,0.9468976288513418,1,0.0,0.06666666666666668,0.0,0.8625,0.07680555555555556,True,False,False,True,False,False,False
0,10,55.2,528.35,1,0.8333333333333334,1,0,0,0,0.8611111111111112,100,2.3978952727983707,1,0,0,1.0,1,0,0,0.0,1.0,2,0,1,0,1,1,0,0,1,0,0.3333333333333333,0,0,0,1,1,0,2,0,48.03181818181818,7.1681818181818215,0.1492071301517618,0,48.03181818181818,1214.4,18.400000000000002,0.37626011642765866,1,0.8611111111111112,0.0,55.2,0.475,0.6319444444444444,False,False,False,False,True,False,False
0,21,90.05,1862.9,0,1.75,0,0,0,0,0.7083333333333333,441,3.091042453358316,1,0,0,1.0,0,1,1,1.0,0.7,3,0,0,1,1,1,1,0,1,0,0.5,0,1,0,0,0,1,0,0,84.67727272727274,5.372727272727261,0.06344196831121973,1,84.67727272727274,2971.65,22.5125,0.7539400823512707,2,0.7083333333333333,0.5,90.05,0.28750000000000003,0.8770833333333333,True,False,False,False,False,True,False
1,1,39.65,39.65,1,0.08333333333333333,1,1,0,0,0.9861111111111112,1,0.6931471805599453,1,0,0,1.0,0,1,1,1.0,0.7,2,0,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,1,0,0,1,0,1,19.825,19.825,0.9994958406856566,0,19.825,515.4499999999999,13.216666666666667,0.25969047280988217,1,0.9861111111111112,0.6666666666666667,39.65,0.13749999999999998,0.9631944444444444,False,False,False,False,False,True,False
0,12,19.8,202.25,0,1.0,1,0,0,0,0.8333333333333334,144,2.5649493574615367,0,1,0,0.5,1,0,0,0.2,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,0,0,1,1,15.557692307692308,4.242307692307692,0.2725071647395988,0,15.557692307692308,475.20000000000005,19.8,0.06552605423825074,0,0.4166666666666667,0.2,9.9,0.35,0.5233333333333333,False,True,True,False,False,False,False
0,1,20.15,20.15,1,0.08333333333333333,1,1,0,0,0.9861111111111112,1,0.6931471805599453,1,0,0,1.0,0,0,0,0.7,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,1,0,1,10.075,10.075,0.999008428358949,0,10.075,261.95,20.15,0.10996734346159306,1,0.9861111111111112,0.7,20.15,0.004166666666666652,0.9365277777777777,False,True,False,False,False,False,True
0,58,59.9,3505.1,0,4.833333333333333,0,0,1,1,0.19444444444444442,3364,4.07753744390572,0,0,1,0.0,1,0,1,0.0,1.0,2,0,1,1,0,1,0,0,1,1,0.3333333333333333,1,0,0,1,0,0,1,0,59.40847457627118,0.4915254237288167,0.008272265944792662,0,59.40847457627118,4193.0,19.966666666666665,0.4118983387760897,0,0.0,0.0,0.0,0.675,0.11527777777777778,False,False,False,True,True,False,False
0,49,59.6,2970.3,0,4.083333333333333,0,0,1,1,0.3194444444444444,2401,3.912023005428146,1,0,0,1.0,1,0,0,0.0,1.0,3,1,1,1,0,1,0,0,1,0,0.5,0,0,0,1,1,0,2,1,59.406000000000006,0.1939999999999955,0.0032651137740675154,0,59.406000000000006,3635.6,14.9,0.40692886554025276,1,0.3194444444444444,0.0,59.6,0.7041666666666666,0.47986111111111107,False,False,False,False,True,False,False
0,30,55.3,1530.6,0,2.5,0,0,1,0,0.5833333333333333,900,3.4339872044851463,1,0,0,1.0,1,0,1,0.2,1.0,2,1,0,1,0,1,0,0,1,0,0.3333333333333333,0,0,0,0,0,1,0,0,49.37419354838709,5.925806451612907,0.11999399050238103,0,49.37419354838709,2322.6,18.433333333333334,0.37824790572199346,1,0.5833333333333333,0.13333333333333336,55.3,0.5583333333333333,0.7024999999999999,False,False,False,False,False,False,False
0,47,99.35,4749.15,1,3.9166666666666665,0,0,1,0,0.3472222222222222,2209,3.871201010907891,1,0,0,1.0,0,1,1,1.0,0.7,3,0,0,1,0,1,1,0,1,1,0.5,1,1,0,1,1,0,2,1,98.940625,0.40937499999999716,0.004137164368592893,1,98.940625,5861.65,24.8375,0.861067726820957,2,0.3472222222222222,0.5,99.35,0.39583333333333337,0.6868055555555557,True,False,False,False,False,True,False
0,1,30.2,30.2,1,0.08333333333333333,1,1,0,0,0.9861111111111112,1,0.6931471805599453,1,0,0,1.0,0,1,0,1.0,0.7,1,0,0,1,0,1,0,0,0,0,0.16666666666666666,1,1,0,1,1,0,2,1,15.1,15.1,0.99933818663137,0,15.1,392.59999999999997,15.1,0.23583700127786456,1,0.9861111111111112,0.8333333333333334,30.2,0.07083333333333332,0.8798611111111111,False,False,False,False,False,True,False
0,72,90.25,6369.45,0,6.0,0,0,1,1,0.0,5184,4.290459441148391,0,0,1,0.0,1,0,1,0.0,1.0,6,1,1,1,1,1,0,0,1,1,1.0,0,0,0,1,0,0,1,1,87.2527397260274,2.9972602739726,0.03434753806014897,1,87.2527397260274,7581.0,12.892857142857142,0.757986653414738,1,0.0,0.0,0.0,1.0,0.0,False,False,False,True,True,False,False
0,17,64.7,1093.1,1,1.4166666666666667,0,0,0,0,0.7638888888888888,289,2.8903717578961645,1,0,0,1.0,0,0,1,0.7,1.0,2,0,0,0,0,1,0,0,1,0,0.3333333333333333,1,1,0,0,1,0,1,0,60.727777777777774,3.9722222222222285,0.06539953168447252,0,60.727777777777774,1876.3000000000002,21.566666666666666,0.44214113303989777,1,0.7638888888888888,0.4666666666666667,64.7,0.20416666666666666,0.7476388888888889,False,False,False,False,False,False,True
1,71,96.35,6766.95,0,5.916666666666667,0,0,1,1,0.01388888888888884,5041,4.276666119016055,0,0,1,0.0,1,0,1,0.0,1.0,4,1,1,1,1,1,1,0,1,1,0.6666666666666666,0,0,1,1,0,0,1,0,93.98541666666667,2.3645833333333286,0.025156368439950477,1,93.98541666666667,7997.049999999999,19.27,0.8350134885702115,1,0.0,0.0,0.0,0.8625,0.03680555555555555,True,False,False,True,True,False,False
1,2,95.5,181.65,0,0.16666666666666666,1,1,0,0,0.9722222222222222,4,1.0986122886681098,1,0,0,1.0,1,0,1,0.0,1.0,3,0,0,0,1,1,1,0,1,0,0.5,0,1,1,1,0,0,1,1,60.550000000000004,34.949999999999996,0.577113606340819,1,60.550000000000004,1337.0,23.875,0.8245775947749538,2,0.9722222222222222,0.0,95.5,0.5083333333333333,0.6430555555555556,True,False,False,False,True,False,False
0,27,66.15,1874.45,0,2.25,0,0,1,0,0.625,729,3.332204510175204,0,1,0,0.5,0,0,0,0.7,1.0,4,1,1,1,1,1,0,0,1,0,0.6666666666666666,0,0,0,1,1,0,2,0,66.94464285714285,-0.794642857142847,-0.011868375712769153,0,66.94464285714285,2579.8500000000004,13.23,0.45555871077665766,0,0.3125,0.23333333333333334,33.075,0.37916666666666665,0.5045833333333333,False,False,True,False,False,False,True
0,1,20.2,20.2,0,0.08333333333333333,1,1,0,0,0.9861111111111112,1,0.6931471805599453,1,0,0,1.0,1,0,0,0.2,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,1,0,1,10.1,10.1,0.9990108803165183,0,10.1,262.59999999999997,20.2,0.11529177907141842,1,0.9861111111111112,0.2,20.2,0.30416666666666664,0.8365277777777778,False,True,False,False,False,False,False
1,1,45.25,45.25,0,0.08333333333333333,1,1,0,0,0.9861111111111112,1,0.6931471805599453,1,0,0,1.0,1,0,0,0.2,1.0,0,0,0,0,0,1,0,0,1,0,0.0,1,1,1,0,0,1,0,1,22.625,22.625,0.9995582063176496,0,22.625,588.25,45.25,0.2918500638932273,1,0.9861111111111112,0.2,45.25,0.30416666666666664,0.8365277777777778,False,False,False,False,False,False,False
0,72,99.9,7251.7,0,6.0,0,0,1,1,0.0,5184,4.290459441148391,0,0,1,0.0,1,0,0,0.2,1.0,4,1,1,1,0,1,1,0,1,1,0.6666666666666666,0,0,0,1,1,0,2,0,99.33835616438355,0.5616438356164508,0.005653277591097178,1,99.33835616438355,8391.6,19.98,0.8700127786454636,1,0.0,0.06666666666666668,0.0,0.8666666666666667,0.07333333333333335,True,False,False,True,False,False,False
0,5,69.7,316.9,1,0.4166666666666667,1,1,0,0,0.9305555555555556,25,1.791759469228055,1,0,0,1.0,0,1,1,1.0,0.7,0,0,0,0,0,1,1,0,1,0,0.0,1,1,0,0,0,1,0,1,52.81666666666666,16.88333333333334,0.3195986875315499,0,52.81666666666666,1184.9,69.7,0.4831037909981542,1,0.9305555555555556,1.0,69.7,0.020833333333333325,0.9826388888888888,True,False,False,False,False,True,False
0,46,74.8,3548.3,0,3.8333333333333335,0,0,1,0,0.36111111111111116,2116,3.8501476017100584,1,0,0,1.0,1,0,1,0.0,1.0,1,0,0,0,1,1,1,0,1,0,0.16666666666666666,0,1,0,0,0,1,0,0,75.49574468085106,-0.6957446808510639,-0.009214460221428834,1,75.49574468085106,4338.4,37.4,0.5511855743291211,2,0.36111111111111116,0.0,74.8,0.5583333333333333,0.6236111111111111,True,False,False,False,True,False,False
0,34,106.35,3549.25,1,2.8333333333333335,0,0,1,0,0.5277777777777778,1156,3.5553480614894135,1,0,0,1.0,0,1,1,1.0,0.7,4,0,0,1,1,1,1,0,1,1,0.6666666666666666,0,1,0,0,0,1,0,1,101.40714285714286,4.942857142857136,0.04873788595898122,1,101.40714285714286,4892.099999999999,21.27,0.9436319750106489,2,0.5277777777777778,0.33333333333333337,106.35,0.4083333333333333,0.8152777777777778,True,False,False,False,False,True,False
0,11,97.85,1105.4,1,0.9166666666666666,1,0,0,0,0.8472222222222222,121,2.4849066497880004,1,0,0,1.0,1,0,1,0.2,1.0,3,0,0,0,1,1,1,0,1,1,0.5,0,1,0,0,0,1,0,0,92.11666666666667,5.73333333333332,0.0622331572472681,1,92.11666666666667,2250.5499999999997,24.4625,0.8444554877183018,2,0.8472222222222222,0.1,97.85,0.5458333333333334,0.7518055555555556,True,False,False,False,False,False,False
0,10,49.55,475.7,0,0.8333333333333334,1,0,0,0,0.8611111111111112,100,2.3978952727983707,0,1,0,0.5,0,0,0,0.7,1.0,1,0,0,1,0,1,0,0,1,0,0.16666666666666666,1,1,0,1,1,0,2,1,43.24545454545454,6.304545454545455,0.1457514554128749,0,43.24545454545454,1090.1,24.775,0.3188981967911401,0,0.4305555555555556,0.5833333333333334,24.775,0.10833333333333331,0.6136111111111111,False,False,True,False,False,False,True
0,70,69.2,4872.35,0,5.833333333333333,0,0,1,1,0.02777777777777779,4900,4.2626798770413155,0,0,1,0.0,1,0,1,0.0,1.0,3,1,0,1,0,1,0,0,1,1,0.5,0,0,0,1,1,0,2,0,68.62464788732395,0.5753521126760575,0.008382823113197883,0,68.62464788732395,5674.400000000001,17.3,0.4733778219508732,0,0.0,0.0,0.0,0.7916666666666666,0.05694444444444445,False,False,False,True,True,False,False
0,17,20.75,418.25,0,1.4166666666666667,0,0,0,0,0.7638888888888888,289,2.8903717578961645,0,1,0,0.5,0,0,0,0.7,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,2,0,23.23611111111111,-2.4861111111111107,-0.10694739860908632,0,23.23611111111111,601.75,20.75,0.15760329405083062,0,0.3819444444444444,0.7,10.375,0.07083333333333335,0.6059722222222221,False,True,True,False,False,False,True
0,63,79.85,4861.45,0,5.25,0,0,1,1,0.125,3969,4.1588830833596715,0,0,1,0.0,1,0,1,0.0,1.0,5,1,1,1,1,1,0,0,1,1,0.8333333333333334,0,0,0,0,0,1,0,0,75.96015625,3.889843749999997,0.05120226075617683,1,75.96015625,5988.75,13.308333333333332,0.6167116285673718,1,0.0,0.0,0.0,0.8958333333333335,0.14791666666666667,False,False,False,True,True,False,False
0,13,76.2,981.45,0,1.0833333333333333,0,0,0,0,0.8194444444444444,169,2.6390573296152584,1,0,0,1.0,0,1,1,1.0,0.7,4,1,1,1,0,1,0,0,1,1,0.6666666666666666,0,0,0,1,0,0,1,0,70.10357142857143,6.096428571428575,0.086950763557086,1,70.10357142857143,1905.0,15.24,0.579085616924606,2,0.8194444444444444,0.33333333333333337,76.2,0.32083333333333336,0.7881944444444443,False,False,False,False,False,True,False
0,49,84.5,3906.7,0,4.083333333333333,0,0,1,1,0.3194444444444444,2401,3.912023005428146,1,0,0,1.0,0,1,1,1.0,0.7,1,0,0,0,0,1,1,0,1,1,0.16666666666666666,1,1,0,0,0,1,0,0,78.134,6.366,0.08146498771498771,1,78.134,5154.5,42.25,0.6776941644185717,2,0.3194444444444444,0.8333333333333334,84.5,0.2708333333333333,0.8131944444444444,True,False,False,False,False,True,False
0,2,49.25,97.0,0,0.16666666666666666,1,1,0,0,0.9722222222222222,4,1.0986122886681098,1,0,0,1.0,0,0,0,0.7,1.0,1,0,0,1,0,1,0,0,1,0,0.16666666666666666,1,1,0,0,0,1,0,1,32.333333333333336,16.916666666666664,0.523034113160878,0,32.333333333333336,689.5,24.625,0.31513559562686355,1,0.9722222222222222,0.5833333333333334,49.25,0.075,0.9163888888888889,False,False,False,False,False,False,True
0,2,80.65,144.15,1,0.16666666666666666,1,1,0,0,0.9722222222222222,4,1.0986122886681098,1,0,0,1.0,0,1,1,1.0,0.7,1,0,0,0,0,1,1,0,1,0,0.16666666666666666,1,1,0,0,0,1,0,0,48.050000000000004,32.6,0.6783187682064087,1,48.050000000000004,1129.1000000000001,40.325,0.6372284537838989,2,0.9722222222222222,0.8333333333333334,80.65,0.075,0.976388888888889,True,False,False,False,False,True,False
0,52,79.75,4217.8,0,4.333333333333333,0,0,1,1,0.2777777777777778,2704,3.970291913552122,0,0,1,0.0,1,0,1,0.0,1.0,4,1,1,0,0,1,0,0,1,1,0.6666666666666666,0,0,0,0,0,1,0,1,79.5811320754717,0.1688679245282998,0.002121692707777696,1,79.5811320754717,5104.0,15.95,0.6145818543234417,1,0.0,0.0,0.0,0.7833333333333332,0.20277777777777778,False,False,False,True,True,False,False
0,69,64.15,4254.1,0,5.75,0,0,1,1,0.04166666666666663,4761,4.248495242049359,0,0,1,0.0,1,0,1,0.0,1.0,3,1,1,0,1,1,0,0,1,1,0.5,0,0,0,1,1,0,2,0,60.77285714285715,3.3771428571428572,0.05556077841496662,0,60.77285714285715,5196.150000000001,16.0375,0.43674570495527476,0,0.0,0.0,0.0,0.7875,0.06041666666666666,False,False,False,True,True,False,False
1,43,90.25,3838.75,0,3.5833333333333335,0,0,1,0,0.4027777777777778,1849,3.784189633918261,1,0,0,1.0,0,1,1,1.0,0.7,2,0,0,1,0,1,1,0,1,1,0.3333333333333333,1,1,1,0,0,1,0,0,87.24431818181819,3.005681818181813,0.03444737040886222,1,87.24431818181819,4963.75,30.083333333333332,0.757986653414738,2,0.4027777777777778,0.6666666666666667,90.25,0.3125,0.8173611111111111,True,False,False,False,False,True,False
0,15,99.1,1426.4,1,1.25,0,0,0,0,0.7916666666666666,225,2.772588722239781,1,0,0,1.0,1,0,1,0.0,1.0,4,1,0,1,0,1,1,0,1,0,0.6666666666666666,0,0,0,0,0,1,0,0,89.15,9.949999999999989,0.11159712875729012,1,89.15,2675.7,19.82,0.8573761181314781,2,0.7916666666666666,0.0,99.1,0.6291666666666667,0.6812499999999999,True,False,False,False,True,False,False
1,25,69.5,1752.65,0,2.0833333333333335,0,0,1,0,0.6527777777777778,625,3.258096538021482,1,0,0,1.0,1,0,1,0.0,1.0,3,1,1,0,0,1,0,0,1,1,0.5,0,0,1,1,0,0,1,0,67.40961538461539,2.0903846153846075,0.03100558499865925,0,67.40961538461539,2571.5,17.375,0.47792134033792416,1,0.6527777777777778,0.0,69.5,0.6041666666666667,0.5631944444444444,False,False,False,False,True,False,False
1,8,80.65,633.3,1,0.6666666666666666,1,0,0,0,0.8888888888888888,64,2.1972245773362196,1,0,0,1.0,1,0,1,0.0,1.0,1,0,0,1,0,1,1,0,1,1,0.16666666666666666,1,1,1,1,0,0,1,0,70.36666666666666,10.283333333333346,0.14611850518637823,1,70.36666666666666,1613.0,40.325,0.6372284537838989,2,0.8888888888888888,0.0,80.65,0.4,0.6555555555555556,True,False,False,False,True,False,False
1,60,74.85,4456.35,0,5.0,0,0,1,1,0.16666666666666663,3600,4.110873864173311,0,1,0,0.5,1,0,1,0.0,1.0,5,1,1,1,1,1,0,0,1,0,0.8333333333333334,0,0,1,1,1,0,2,0,73.05491803278689,1.7950819672131075,0.024568315623204953,1,73.05491803278689,5389.2,12.475,0.5521794689762886,1,0.08333333333333331,0.0,37.425,0.8833333333333333,0.2333333333333333,False,False,True,False,True,False,False
1,18,95.45,1752.55,1,1.5,0,0,0,0,0.75,324,2.9444389791664403,1,0,0,1.0,0,1,1,1.0,0.7,2,0,0,0,0,1,1,0,1,1,0.3333333333333333,1,1,1,0,0,1,0,1,92.23947368421052,3.2105263157894797,0.03480265184796382,1,92.23947368421052,2863.5,31.816666666666666,0.8236546926025842,2,0.75,0.6666666666666667,95.45,0.20833333333333331,0.9041666666666667,True,False,False,False,False,True,False
0,63,99.65,6311.2,0,5.25,0,0,1,1,0.125,3969,4.1588830833596715,0,1,0,0.5,1,0,1,0.0,1.0,3,1,0,0,0,1,1,0,1,1,0.5,0,0,0,1,1,0,2,0,98.6125,1.0375000000000085,0.010519911784836205,1,98.6125,7473.75,24.9125,0.865824222632401,1,0.0625,0.0,49.825,0.7625,0.25625,True,False,True,False,True,False,False
1,66,108.45,7076.35,0,5.5,0,0,1,1,0.08333333333333337,4356,4.204692619390966,0,1,0,0.5,0,1,1,1.0,0.7,5,0,1,1,1,1,1,0,1,1,0.8333333333333334,0,0,1,1,1,0,2,1,105.61716417910448,2.832835820895525,0.026819197910985155,1,105.61716417910448,8459.1,18.075,0.9568365753230158,1,0.041666666666666685,0.16666666666666663,54.225,0.6083333333333334,0.41250000000000003,True,False,True,False,False,True,False
0,34,24.95,894.3,0,2.8333333333333335,0,0,1,0,0.5277777777777778,1156,3.5553480614894135,0,0,1,0.0,1,0,0,0.0,1.0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,1,1,0,2,0,25.55142857142857,-0.6014285714285705,-0.023528754261442988,0,25.55142857142857,1147.7,24.95,0.1964361777651569,0,0.0,0.0,0.0,0.44166666666666665,0.23194444444444445,False,True,False,True,True,False,False
